Upregulated
Ensembl_t_id	Ensembl_p_id	Gene_symbol	Symbol	Description	Fold	PPEE	case control expected_counts	
ENSRNOT00000087247	ENSRNOP00000071055	AABR07015081.2	AABR07015081.2	LRRG00134; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q6QI74]	1.249536858	0.980330312	174.29	149.75
ENSRNOT00000005770	ENSRNOP00000005770	PKN1	Pkn1	protein kinase N1 [Source:RGD Symbol;Acc:69308]	1.213759358	0.980342327	1481	1310
ENSRNOT00000089204	ENSRNOP00000074060	SQRDL	Sqrdl	sulfide quinone reductase-like (yeast) [Source:RGD Symbol;Acc:1564504]	1.358378548	0.980350139	62	49
ENSRNOT00000018923	ENSRNOP00000018923	CDT1	Cdt1	chromatin licensing and DNA replication factor 1 [Source:RGD Symbol;Acc:1309211]	1.578496129	0.980387091	25	17
ENSRNOT00000067532	ENSRNOP00000063617	ATG7	Atg7	autophagy related 7 [Source:RGD Symbol;Acc:1304817]	1.2109851	0.980432012	573	508
ENSRNOT00000036815	ENSRNOP00000031362	DRC1	Drc1	dynein regulatory complex subunit 1 [Source:RGD Symbol;Acc:1359318]	1.233846441	0.980437378	231	201
ENSRNOT00000045933	-	LOC100362583	LOC100362583	ribosomal protein L13a-like [Source:RGD Symbol;Acc:2324472]	181.2909656	0.980465962	1.74	0
ENSRNOT00000073107	ENSRNOP00000067287	POLR2I	Polr2i	polymerase (RNA) II (DNA directed) polypeptide I [Source:RGD Symbol;Acc:1309395]	1.360496464	0.980523184	60.5	47.74
ENSRNOT00000026708	ENSRNOP00000026708	ARID3A	Arid3a	AT rich interactive domain 3A (Bright like) [Source:RGD Symbol;Acc:1305299]	1.240198591	0.980532194	201	174
ENSRNOT00000090573	ENSRNOP00000073383	RN60_15_0408.6	Rn60_15_0408.6	-	1.230523083	0.980603245	244.59	213.4
ENSRNOT00000075765	-	AABR07047576.1	AABR07047576.1	-	1.26858297	0.980613875	130.51	110.45
ENSRNOT00000017983	ENSRNOP00000017983	CDH5	Cdh5	cadherin 5 [Source:RGD Symbol;Acc:1307370]	1.220525144	0.980624761	324	285
ENSRNOT00000033978	ENSRNOP00000036207	MDK	Mdk	midkine [Source:RGD Symbol;Acc:69073]	1.221425671	0.980629816	314	276
ENSRNOT00000004866	ENSRNOP00000004866	IGJ	Igj	Immunoglobulin joining chain; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3V6G1]	2.499926123	0.980640306	7	3
ENSRNOT00000010227	ENSRNOP00000010227	DBIL5	Dbil5	diazepam binding inhibitor-like 5 [Source:RGD Symbol;Acc:68360]	2.499926123	0.980640306	7	3
ENSRNOT00000020015	ENSRNOP00000020015	ALDH8A1	Aldh8a1	aldehyde dehydrogenase 8 family, member A1 [Source:RGD Symbol;Acc:1590218]	2.499926123	0.980640306	7	3
ENSRNOT00000020186	ENSRNOP00000020187	CYSLTR2	Cysltr2	cysteinyl leukotriene receptor 2 [Source:RGD Symbol;Acc:619797]	2.499926123	0.980640306	7	3
ENSRNOT00000064306	ENSRNOP00000061382	PBK	Pbk	PDZ binding kinase [Source:RGD Symbol;Acc:1309565]	2.499926123	0.980640306	7	3
ENSRNOT00000020726	ENSRNOP00000020726	TMEM171	Tmem171	transmembrane protein 171 [Source:RGD Symbol;Acc:1359492]	2.499926123	0.980640306	7	3
ENSRNOT00000031612	ENSRNOP00000037869	SCGB2A1	Scgb2a1	secretoglobin, family 2A, member 1 [Source:RGD Symbol;Acc:735031]	2.499926123	0.980640306	7	3
ENSRNOT00000043382	ENSRNOP00000045495	FOXR2	Foxr2	forkhead box R2 [Source:RGD Symbol;Acc:1564437]	2.499926123	0.980640306	7	3
ENSRNOT00000058456	ENSRNOP00000055256	AABR07038349.1	AABR07038349.1	Protein Gm8787  [Source:UniProtKB/TrEMBL;Acc:F1LTC6]	2.499926123	0.980640306	7	3
ENSRNOT00000074384	ENSRNOP00000065055	PRR32	Prr32	proline rich 32 [Source:RGD Symbol;Acc:1583341]	2.499926123	0.980640306	7	3
ENSRNOT00000081117	ENSRNOP00000074127	COL10A1	Col10a1	collagen, type X, alpha 1 [Source:MGI Symbol;Acc:MGI:88445]	2.499926123	0.980640306	7	3
ENSRNOT00000092209	-	AABR07001662.1	AABR07001662.1	-	2.499926123	0.980640306	7	3
ENSRNOT00000079047	-	AABR07018349.1	AABR07018349.1	-	2.499926123	0.980640306	7	3
ENSRNOT00000083119	-	AC141997.1	AC141997.1	-	2.499926123	0.980640306	7	3
ENSRNOT00000075244	ENSRNOP00000065658	RN60_20_0047.3	Rn60_20_0047.3	Protein LOC686860  [Source:UniProtKB/TrEMBL;Acc:M0R866]	28.8333865	0.980648234	1.88	0.06
ENSRNOT00000085673	ENSRNOP00000073590	LYC2	Lyc2	lysozyme C type 2 [Source:RGD Symbol;Acc:1593616]	2.094590475	0.980650715	9.98	5.11
ENSRNOT00000080373	-	AC133613.1	AC133613.1	-	1.332706658	0.980675405	72	58
ENSRNOT00000030532	ENSRNOP00000030962	LTK	Ltk	leukocyte receptor tyrosine kinase [Source:RGD Symbol;Acc:1309323]	1.226980827	0.980703628	264	231
ENSRNOT00000039048	-	RN60_6_1181.1	Rn60_6_1181.1	-	2.490512665	0.98070575	7.02	3.02
ENSRNOT00000017684	ENSRNOP00000017684	BET1L	Bet1l	Bet1 golgi vesicular membrane trafficking protein-like [Source:RGD Symbol;Acc:71051]	1.219184638	0.980718745	335	295
ENSRNOT00000027786	ENSRNOP00000027786	IRF3	Irf3	interferon regulatory factor 3 [Source:RGD Symbol;Acc:1549774]	1.208659913	0.980772414	716	636
ENSRNOT00000070934	ENSRNOP00000065414	SGSH	Sgsh	N-sulfoglucosamine sulfohydrolase [Source:RGD Symbol;Acc:1591134]	1.373141301	0.980825407	55	43
ENSRNOT00000030251	ENSRNOP00000034075	RGD1563482	RGD1563482	similar to hypothetical protein FLJ38663 [Source:RGD Symbol;Acc:1563482]	1.240752168	0.980829872	193	167
ENSRNOT00000020523	ENSRNOP00000020523	ZFP28	Zfp28	zinc finger protein 28 [Source:RGD Symbol;Acc:7679103]	1.251247282	0.980833347	162	139
ENSRNOT00000028440	ENSRNOP00000028440	CGN	Cgn	cingulin [Source:RGD Symbol;Acc:1311992]	1.347213702	0.980936099	64	51
ENSRNOT00000085911	ENSRNOP00000071292	DTX2	Dtx2	deltex 2, E3 ubiquitin ligase [Source:RGD Symbol;Acc:1561790]	1.220733972	0.980937217	307	270
ENSRNOT00000025901	ENSRNOP00000025902	PRKCQ	Prkcq	protein kinase C, theta [Source:RGD Symbol;Acc:620968]	1.213777661	0.980937736	407	360
ENSRNOT00000010149	ENSRNOP00000010149	REM1	Rem1	RAS (RAD and GEM)-like GTP-binding 1 [Source:RGD Symbol;Acc:1306560]	1.651199632	0.980964251	20	13
ENSRNOT00000090448	-	AABR07019386.1	AABR07019386.1	-	1.651199632	0.980964251	20	13
ENSRNOT00000045226	ENSRNOP00000048348	SZRD1	Szrd1	SUZ RNA binding domain containing 1 [Source:RGD Symbol;Acc:1560286]	1.209421122	0.980970646	1131	1004
ENSRNOT00000090673	ENSRNOP00000071522	AKAP8L	Akap8l	A kinase (PRKA) anchor protein 8-like [Source:RGD Symbol;Acc:1359200]	1.217446193	0.980981033	2164.62	1908.89
ENSRNOT00000027293	ENSRNOP00000027293	SUPT3H	Supt3h	suppressor of Ty 3 homolog (S. cerevisiae) [Source:RGD Symbol;Acc:1591316]	1.288305414	0.98099436	102	85
ENSRNOT00000007825	ENSRNOP00000007825	SLC10A1	Slc10a1	solute carrier family 10 (sodium/bile acid cotransporter), member 1 [Source:RGD Symbol;Acc:3681]	1.788454153	0.981045183	15	9
ENSRNOT00000040771	-	RN60_10_0698.6	Rn60_10_0698.6	-	1.788454153	0.981045183	15	9
ENSRNOT00000084059	-	AABR07002898.1	AABR07002898.1	-	1.788454153	0.981045183	15	9
ENSRNOT00000033234	ENSRNOP00000033393	ANKRD53	Ankrd53	ankyrin repeat domain 53 [Source:MGI Symbol;Acc:MGI:1922555]	1.310397144	0.981082811	83	68
ENSRNOT00000090155	ENSRNOP00000070322	AABR07012274.1	AABR07012274.1	-	1.550463433	0.981093129	26	18
ENSRNOT00000088387	ENSRNOP00000069017	AHNAK	Ahnak	AHNAK nucleoprotein (desmoyokin) [Source:MGI Symbol;Acc:MGI:1316648]	1.214184196	0.981102756	1788	1581
ENSRNOT00000082620	-	AC115369.1	AC115369.1	-	1.981470591	0.981122512	11.12	6.02
ENSRNOT00000083877	-	AABR07037943.1	AABR07037943.1	-	1.366335537	0.981141131	56	44
ENSRNOT00000082519	-	7SK	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	3.291382793	0.98114189	4.59	1.49
ENSRNOT00000041508	ENSRNOP00000045088	AABR07039936.1	AABR07039936.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7FDC8]	1.668426475	0.981186741	18.95	12.19
ENSRNOT00000079703	ENSRNOP00000074663	LOC100360274	LOC100360274	Spetex-2G protein-like [Source:RGD Symbol;Acc:2322477]	1.226775983	0.981211737	248.85	217.78
ENSRNOT00000091124	-	AABR07006894.1	AABR07006894.1	-	1.235892832	0.981215252	203.18	176.5
ENSRNOT00000072490	ENSRNOP00000065601	OGN	Ogn	osteoglycin [Source:RGD Symbol;Acc:1308171]	1.78964952	0.981217024	14.81	8.88
ENSRNOT00000024771	ENSRNOP00000024771	PRX	Prx	periaxin [Source:RGD Symbol;Acc:619960]	1.392690634	0.981251516	48	37
ENSRNOT00000049972	ENSRNOP00000048469	PMEL	Pmel	premelanosome protein [Source:RGD Symbol;Acc:1307513]	1.240312401	0.981262141	186	161
ENSRNOT00000036502	ENSRNOP00000031485	ARHGAP6	Arhgap6	Rho GTPase activating protein 6 [Source:RGD Symbol;Acc:2323364]	1.261947207	0.98127238	134	114
ENSRNOT00000079161	ENSRNOP00000070861	ZCCHC11	Zcchc11	zinc finger, CCHC domain containing 11 [Source:RGD Symbol;Acc:1310138]	1.210497864	0.981319106	451	400
ENSRNOT00000025898	ENSRNOP00000025898	CLN3	Cln3	ceroid-lipofuscinosis, neuronal 3 [Source:RGD Symbol;Acc:1359537]	1.218586362	0.981321451	311	274
ENSRNOT00000010288	ENSRNOP00000010288	FAM151A	Fam151a	family with sequence similarity 151, member A [Source:RGD Symbol;Acc:1359194]	1.290075704	0.981335453	97.55	81.18
ENSRNOT00000003369	ENSRNOP00000003369	TOM1L1	Tom1l1	target of myb1 (chicken)-like 1 [Source:RGD Symbol;Acc:1562626]	1.218172503	0.981373073	312.88	275.75
ENSRNOT00000034992	ENSRNOP00000033932	PTCD2	Ptcd2	pentatricopeptide repeat domain 2 [Source:RGD Symbol;Acc:1310308]	1.239283484	0.981386701	187	162
ENSRNOT00000036586	ENSRNOP00000028962	SERHL2	Serhl2	serine hydrolase-like 2 [Source:RGD Symbol;Acc:1563386]	1.230264441	0.981389234	224.13	195.59
ENSRNOT00000022987	ENSRNOP00000022987	INIP	Inip	INTS3 and NABP interacting protein [Source:RGD Symbol;Acc:1307983]	1.336891321	0.981471661	66	53
ENSRNOT00000014493	ENSRNOP00000014493	RPL32	Rpl32	ribosomal protein L32 [Source:RGD Symbol;Acc:621203]	1.221562007	0.98152803	2941	2584.81
ENSRNOT00000001664	ENSRNOP00000001664	DDT	Ddt	D-dopachrome tautomerase [Source:RGD Symbol;Acc:61923]	1.206738267	0.981543762	979	871
ENSRNOT00000034207	ENSRNOP00000037647	MPV17	Mpv17	MpV17 mitochondrial inner membrane protein [Source:RGD Symbol;Acc:1310512]	1.291020407	0.981548481	95	79
ENSRNOT00000049667	ENSRNOP00000050605	HSPA1A	Hspa1a	heat shock protein 1A [Source:RGD Symbol;Acc:1593284]	1.228450322	0.9815489	229.04	200.17
ENSRNOT00000011344	ENSRNOP00000011344	TNFRSF11B	Tnfrsf11b	tumor necrosis factor receptor superfamily, member 11b [Source:RGD Symbol;Acc:619802]	1.226253008	0.981561516	241	211
ENSRNOT00000011455	ENSRNOP00000011455	BAG1	Bag1	BCL2-associated athanogene [Source:RGD Symbol;Acc:1305203]	1.205931672	0.981579747	720	641
ENSRNOT00000056967	ENSRNOP00000053802	CCDC163	Ccdc163	coiled-coil domain containing 163 [Source:RGD Symbol;Acc:1564486]	1.384296252	0.981591131	49	38
ENSRNOT00000019266	ENSRNOP00000019266	GJB3	Gjb3	gap junction protein, beta 3 [Source:RGD Symbol;Acc:2695]	1.966628781	0.981608566	11	6
ENSRNOT00000026395	ENSRNOP00000026395	MSLN	Msln	mesothelin [Source:RGD Symbol;Acc:69333]	1.966628781	0.981608566	11	6
ENSRNOT00000033807	ENSRNOP00000038285	AC099444.1	AC099444.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D4AEJ1]	1.966628781	0.981608566	11	6
ENSRNOT00000078156	ENSRNOP00000073226	RINL	Rinl	Ras and Rab interactor-like [Source:RGD Symbol;Acc:1310133]	1.966628781	0.981608566	11	6
ENSRNOT00000076904	-	IRS4	Irs4	insulin receptor substrate 4 [Source:RGD Symbol;Acc:1562442]	1.966628781	0.981608566	11	6
ENSRNOT00000081834	ENSRNOP00000069809	SIM2	Sim2	single-minded family bHLH transcription factor 2 [Source:RGD Symbol;Acc:1308016]	1.966628781	0.981608566	11	6
ENSRNOT00000018972	ENSRNOP00000018972	AP5M1	Ap5m1	adaptor-related protein complex 5, mu 1 subunit [Source:RGD Symbol;Acc:1308087]	1.207526043	0.98161109	523	465
ENSRNOT00000026760	ENSRNOP00000026760	STAT3	Stat3	signal transducer and activator of transcription 3 (acute-phase response factor) [Source:RGD Symbol;Acc:3772]	1.21009221	0.981621828	1463	1298
ENSRNOT00000035513	ENSRNOP00000035954	HN1L	Hn1l	hematological and neurological expressed 1-like [Source:RGD Symbol;Acc:1305117]	1.21869178	0.981655862	294	259
ENSRNOT00000077443	ENSRNOP00000069400	SLC27A6	Slc27a6	solute carrier family 27 (fatty acid transporter), member 6 [Source:RGD Symbol;Acc:1311977]	1.332016809	0.981722581	67	54
ENSRNOT00000067074	ENSRNOP00000063209	CYP4F37	Cyp4f37	cytochrome P450, family 4, subfamily f, polypeptide 37 [Source:RGD Symbol;Acc:1585102]	2.972297304	0.981750392	5.03	1.81
ENSRNOT00000065282	ENSRNOP00000062471	CYP4F37	Cyp4f37	cytochrome P450, family 4, subfamily f, polypeptide 37 [Source:RGD Symbol;Acc:1585102]	2.972297304	0.981750392	5.03	1.81
ENSRNOT00000089637	ENSRNOP00000069798	CCDC173	Ccdc173	coiled-coil domain containing 173 [Source:MGI Symbol;Acc:MGI:1923100]	1.60997425	0.981794445	21	14
ENSRNOT00000078019	-	AABR07001634.1	AABR07001634.1	-	1.60997425	0.981794445	21	14
ENSRNOT00000074245	ENSRNOP00000064900	LOC100910885	LOC100910885	apolipoprotein L3-like [Source:RGD Symbol;Acc:6496055]	3.586277885	0.981849337	4	1.19
ENSRNOT00000012915	ENSRNOP00000012915	TSTD2	Tstd2	thiosulfate sulfurtransferase (rhodanese)-like domain containing 2 [Source:RGD Symbol;Acc:1310893]	1.213620361	0.981886306	339.53	300.36
ENSRNOT00000071528	ENSRNOP00000064451	LOC100911365	LOC100911365	Parkinson disease 7 domain-containing protein 1-like [Source:RGD Symbol;Acc:6493620]	1.286434162	0.981907429	96.34	80.4
ENSRNOT00000011083	ENSRNOP00000064293	RGD1564405	RGD1564405	similar to mKIAA1321 protein [Source:RGD Symbol;Acc:1564405]	2.180505237	0.981910815	8.44	4.15
ENSRNOT00000083515	ENSRNOP00000075458	HAS3	Has3	Hyaluronan synthase 3; Protein Has3  [Source:UniProtKB/TrEMBL;Acc:Q8CH92]	1.376332237	0.981911305	50	39
ENSRNOT00000087445	ENSRNOP00000073695	KCNQ4	Kcnq4	potassium voltage-gated channel, subfamily Q, member 4 [Source:MGI Symbol;Acc:MGI:1926803]	1.376332237	0.981911305	50	39
ENSRNOT00000091598	ENSRNOP00000072467	QTRTD1	Qtrtd1	queuine tRNA-ribosyltransferase domain containing 1 [Source:MGI Symbol;Acc:MGI:1922194]	1.376332237	0.981911305	50	39
ENSRNOT00000031640	ENSRNOP00000035566	PLSCR3	Plscr3	phospholipid scramblase 3 [Source:RGD Symbol;Acc:1307016]	1.219407634	0.98191978	276	243
ENSRNOT00000040278	ENSRNOP00000046992	RGD1564698	RGD1564698	similar to ribosomal protein S10 [Source:RGD Symbol;Acc:1564698]	1.209356267	0.981921671	414.45	367.93
ENSRNOT00000010929	ENSRNOP00000010929	IKBIP	Ikbip	IKBKB interacting protein [Source:RGD Symbol;Acc:1305457]	1.225483281	0.981928256	234	205
ENSRNOT00000028426	ENSRNOP00000028426	CCDC12	Ccdc12	coiled-coil domain containing 12 [Source:RGD Symbol;Acc:1306081]	1.225483281	0.981928256	234	205
ENSRNOT00000028222	ENSRNOP00000028222	LOC100911822	LOC100911822	DNA-directed RNA polymerase II subunit RPB9-like [Source:RGD Symbol;Acc:6490499]	1.282992703	0.981930676	99.5	83.26
ENSRNOT00000081183	ENSRNOP00000069581	GDF10	Gdf10	growth differentiation factor 10 [Source:RGD Symbol;Acc:621512]	1.23772126	0.981940539	181	157
ENSRNOT00000001277	ENSRNOP00000001277	SLC15A4	Slc15a4	solute carrier family 15 (oligopeptide transporter), member 4 [Source:RGD Symbol;Acc:708469]	1.206888814	0.981953869	489	435
ENSRNOT00000067165	ENSRNOP00000059667	CCBL2	Ccbl2	cysteine conjugate-beta lyase 2 [Source:RGD Symbol;Acc:1359262]	1.408990056	0.98197345	42	32
ENSRNOT00000088763	-	RT1-M3-1	RT1-M3-1	RT1 class Ib, locus M3, gene 1 [Source:RGD Symbol;Acc:3494]	1.231310063	0.982019696	203	177
ENSRNOT00000074449	ENSRNOP00000066938	LOC100910163	LOC100910163	uncharacterized LOC100910163 [Source:RGD Symbol;Acc:6499724]	1.73047112	0.982043751	15.69	9.73
ENSRNOT00000043147	ENSRNOP00000063563	AABR07060287.1	AABR07060287.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D3ZZD8]	168.8571059	0.982064233	1.62	0
ENSRNOT00000003615	ENSRNOP00000003615	EMP2	Emp2	epithelial membrane protein 2 [Source:RGD Symbol;Acc:1359629]	1.308420947	0.982071663	78	64
ENSRNOT00000024369	ENSRNOP00000024369	ADAM8	Adam8	ADAM metallopeptidase domain 8 [Source:RGD Symbol;Acc:1566394]	1.308420947	0.982071663	78	64
ENSRNOT00000043660	ENSRNOP00000045711	RTP4	Rtp4	receptor (chemosensory) transporter protein 4 [Source:RGD Symbol;Acc:1306974]	1.308420947	0.982071663	78	64
ENSRNOT00000083568	ENSRNOP00000072563	ADAMTS2	Adamts2	Protein Adamts2; Similar to A disintegrin-like and metalloprotease (Reprolysin type) with thrombospondin type 1 motif, 2 (Predicted)  [Source:UniProtKB/TrEMBL;Acc:D3ZTE7]	1.308420947	0.982071663	78	64
ENSRNOT00000024918	ENSRNOP00000024918	APOA5	Apoa5	apolipoprotein A-V [Source:RGD Symbol;Acc:70903]	1.717044443	0.982153669	16	10
ENSRNOT00000041367	ENSRNOP00000043445	SULT2A1	Sult2a1	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 1 [Source:RGD Symbol;Acc:621337]	1.717044443	0.982153669	16	10
ENSRNOT00000068418	ENSRNOP00000059281	MALT1	Malt1	MALT1 paracaspase [Source:RGD Symbol;Acc:1309195]	1.219182714	0.982155048	268	236
ENSRNOT00000080026	ENSRNOP00000070797	SUPT20	Supt20	suppressor of Ty 20 [Source:MGI Symbol;Acc:MGI:1929651]	1.204170683	0.982162018	867	773
ENSRNOT00000011446	-	LOC100361067	LOC100361067	proteasome subunit alpha type-3-like [Source:RGD Symbol;Acc:2320893]	167.820951	0.982191496	1.61	0
ENSRNOT00000084576	-	AABR07054045.1	AABR07054045.1	-	167.820951	0.982191496	1.61	0
ENSRNOT00000085295	ENSRNOP00000071776	N4BP2L1	N4bp2l1	NEDD4 binding protein 2-like 1 [Source:RGD Symbol;Acc:1595713]	1.22542998	0.982197088	226	198
ENSRNOT00000010852	ENSRNOP00000010852	HTRA3	Htra3	HtrA serine peptidase 3 [Source:RGD Symbol;Acc:1308120]	1.216198157	0.982242553	290	256
ENSRNOT00000078109	-	AABR07047744.1	AABR07047744.1	-	1.228887826	0.982243852	207.74	181.49
ENSRNOT00000086284	-	AABR07047750.2	AABR07047750.2	-	1.228887826	0.982243852	207.74	181.49
ENSRNOT00000089921	ENSRNOP00000072831	PSKH1	Pskh1	protein serine kinase H1 [Source:RGD Symbol;Acc:1304648]	1.23822197	0.982259041	173	150
ENSRNOT00000055865	ENSRNOP00000052717	HDAC10	Hdac10	histone deacetylase 10 [Source:RGD Symbol;Acc:1305874]	1.228681999	0.982343787	206	180
ENSRNOT00000054924	ENSRNOP00000051807	HEXDC	Hexdc	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing [Source:RGD Symbol;Acc:2302323]	1.228681999	0.982343787	206	180
ENSRNOT00000037101	ENSRNOP00000034573	EPHX4	Ephx4	epoxide hydrolase 4 [Source:RGD Symbol;Acc:1308891]	1.214345143	0.982374436	302	267
ENSRNOT00000058803	ENSRNOP00000055594	LDB2	Ldb2	LIM domain binding 2 [Source:RGD Symbol;Acc:1307921]	1.204832288	0.982375677	505	450
ENSRNOT00000071411	ENSRNOP00000066384	RNPEPL1	Rnpepl1	arginyl aminopeptidase (aminopeptidase B)-like 1 [Source:RGD Symbol;Acc:1595210]	1.203827401	0.982375927	943	841
ENSRNOT00000025546	ENSRNOP00000025546	SSH3	Ssh3	slingshot protein phosphatase 3 [Source:RGD Symbol;Acc:1308679]	1.20310362	0.982377168	734	655
ENSRNOT00000000580	ENSRNOP00000000580	HMGA1	Hmga1	high mobility group AT-hook 1 [Source:RGD Symbol;Acc:628699]	1.318419297	0.982416107	70	57
ENSRNOT00000081297	ENSRNOP00000073040	THSD1	Thsd1	thrombospondin, type I, domain containing 1 [Source:RGD Symbol;Acc:1306998]	1.230564731	0.982425222	196	171
ENSRNOT00000083224	ENSRNOP00000073132	ARF3	Arf3	ADP-ribosylation factor 3 [Source:MGI Symbol;Acc:MGI:99432]	165.748641	0.982443377	1.59	0
ENSRNOT00000088722	ENSRNOP00000073392	SCARF1	Scarf1	scavenger receptor class F, member 1 [Source:MGI Symbol;Acc:MGI:2449455]	1.361569377	0.982499794	52	41
ENSRNOT00000000448	ENSRNOP00000000448	ZUFSP	Zufsp	zinc finger with UFM1-specific peptidase domain [Source:RGD Symbol;Acc:1307672]	1.212638764	0.982502646	314	278
ENSRNOT00000066037	ENSRNOP00000062691	TMPRSS9	Tmprss9	transmembrane protease, serine 9 [Source:RGD Symbol;Acc:1309581]	1.574241792	0.982507118	22	15
ENSRNOT00000087852	ENSRNOP00000070812	PRELID2	Prelid2	PRELI domain containing 2 [Source:MGI Symbol;Acc:MGI:1924869]	1.574241792	0.982507118	22	15
ENSRNOT00000021400	ENSRNOP00000021400	CNDP2	Cndp2	CNDP dipeptidase 2 (metallopeptidase M20 family) [Source:RGD Symbol;Acc:1305827]	1.207717895	0.982572164	1513	1345
ENSRNOT00000002428	ENSRNOP00000002428	OSBPL11	Osbpl11	oxysterol binding protein-like 11 [Source:RGD Symbol;Acc:1307294]	1.203540843	0.982593275	528	471
ENSRNOT00000078070	ENSRNOP00000074931	GPCPD1	Gpcpd1	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:104898]	1.208473325	0.982610199	1613	1433
ENSRNOT00000083458	ENSRNOP00000075724	TP53	Tp53	tumor protein p53 [Source:RGD Symbol;Acc:3889]	1.202606068	0.98261338	606	541
ENSRNOT00000000072	ENSRNOP00000000072	ATP5I	Atp5i	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E [Source:RGD Symbol;Acc:621377]	1.206014595	0.982643984	419	373
ENSRNOT00000065213	ENSRNOP00000059044	SIVA1	Siva1	SIVA1, apoptosis-inducing factor [Source:RGD Symbol;Acc:1561872]	1.297908969	0.982664209	81	67
ENSRNOT00000086416	-	AABR07002337.1	AABR07002337.1	-	1.297908969	0.982664209	81	67
ENSRNOT00000087980	ENSRNOP00000069377	AQP9	Aqp9	Aquaporin-9  [Source:UniProtKB/Swiss-Prot;Acc:P56627]	1.297908969	0.982664209	81	67
ENSRNOT00000020028	ENSRNOP00000020028	ZFP423	Zfp423	zinc finger protein 423 [Source:RGD Symbol;Acc:621664]	1.2036145	0.982704458	1074	958
ENSRNOT00000071888	ENSRNOP00000067157	DDX26B	Ddx26b	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B [Source:MGI Symbol;Acc:MGI:2442593]	1.212933072	0.982759937	296	262
ENSRNOT00000083131	-	AABR07048342.1	AABR07048342.1	-	1.834819587	0.982772548	12.33	7.21
ENSRNOT00000035973	ENSRNOP00000033334	LIMD2	Limd2	LIM domain containing 2 [Source:RGD Symbol;Acc:1309967]	1.208452127	0.982773983	1667	1481
ENSRNOT00000089675	-	AABR07021625.1	AABR07021625.1	-	1.956684763	0.982796832	10.27	5.63
ENSRNOT00000044263	-	AC124874.3	AC124874.3	-	1.956684763	0.982796832	10.27	5.63
ENSRNOT00000032943	ENSRNOP00000036100	ACTR5	Actr5	ARP5 actin-related protein 5 homolog (yeast) [Source:RGD Symbol;Acc:1307958]	1.240605775	0.982803466	156	135
ENSRNOT00000059127	ENSRNOP00000055901	CRYAB	Cryab	crystallin, alpha B [Source:RGD Symbol;Acc:2414]	1.205172509	0.982822468	1310	1167
ENSRNOT00000075292	ENSRNOP00000066330	IRF2BP2	Irf2bp2	interferon regulatory factor 2 binding protein 2 [Source:RGD Symbol;Acc:1589517]	1.201425383	0.982831671	705	630
ENSRNOT00000030324	ENSRNOP00000035615	TMEM134	Tmem134	transmembrane protein 134 [Source:RGD Symbol;Acc:1305824]	1.206270579	0.982834645	391	348
ENSRNOT00000060442	ENSRNOP00000057186	CD72	Cd72	Cd72 molecule [Source:RGD Symbol;Acc:1309757]	2.154902114	0.982835679	8.12	4.04
